tweet url,count,archive url
https://twitter.com/crystal1johnson/status/780901314079318016,http://web.archive.org/web/20161004103000/https://twitter.com/Crystal1Johnson/status/780901314079318016,2
https://twitter.com/crystal1johnson/status/784480224377380866,http://web.archive.org/web/20161201041034/https://twitter.com/crystal1johnson/status/784480224377380866,2
https://twitter.com/crystal1johnson/status/784486376930553856,http://web.archive.org/web/20161201041019/https://twitter.com/crystal1johnson/status/784486376930553856,2
https://twitter.com/crystal1johnson/status/784487788045406208,http://web.archive.org/web/20161201041008/https://twitter.com/crystal1johnson/status/784487788045406208,2
https://twitter.com/crystal1johnson/status/784817369294123008,http://web.archive.org/web/20161201040958/https://twitter.com/crystal1johnson/status/784817369294123008,2
https://twitter.com/crystal1johnson/status/784826445436772352,http://web.archive.org/web/20161201040948/https://twitter.com/crystal1johnson/status/784826445436772352,2
https://twitter.com/crystal1johnson/status/784829148971708416,http://web.archive.org/web/20161201040938/https://twitter.com/crystal1johnson/status/784829148971708416,2
https://twitter.com/crystal1johnson/status/784830523587776512,http://web.archive.org/web/20161201040928/https://twitter.com/crystal1johnson/status/784830523587776512,2
https://twitter.com/crystal1johnson/status/784833098336788480,http://web.archive.org/web/20161201040918/https://twitter.com/crystal1johnson/status/784833098336788480,2
https://twitter.com/crystal1johnson/status/784834555886772225,http://web.archive.org/web/20161201040909/https://twitter.com/crystal1johnson/status/784834555886772225,2
https://twitter.com/crystal1johnson/status/784848890650513408,http://web.archive.org/web/20161201040858/https://twitter.com/crystal1johnson/status/784848890650513408,2
https://twitter.com/crystal1johnson/status/784854127373189120,http://web.archive.org/web/20161201040848/https://twitter.com/crystal1johnson/status/784854127373189120,2
https://twitter.com/crystal1johnson/status/784857650785771520,http://web.archive.org/web/20161201040838/https://twitter.com/crystal1johnson/status/784857650785771520,2
https://twitter.com/crystal1johnson/status/784914776895827970,http://web.archive.org/web/20161201040828/https://twitter.com/crystal1johnson/status/784914776895827970,2
https://twitter.com/crystal1johnson/status/784919054490279936,http://web.archive.org/web/20161201040818/https://twitter.com/crystal1johnson/status/784919054490279936,2
https://twitter.com/crystal1johnson/status/784923052345733120,http://web.archive.org/web/20161201040808/https://twitter.com/crystal1johnson/status/784923052345733120,2
https://twitter.com/crystal1johnson/status/784925094690906112,http://web.archive.org/web/20161201040758/https://twitter.com/crystal1johnson/status/784925094690906112,2
https://twitter.com/crystal1johnson/status/784934154362380288,http://web.archive.org/web/20161201040728/https://twitter.com/crystal1johnson/status/784934154362380288,2
https://twitter.com/crystal1johnson/status/784936425259143168,http://web.archive.org/web/20161201040718/https://twitter.com/crystal1johnson/status/784936425259143168,2
https://twitter.com/crystal1johnson/status/784940445319073792,http://web.archive.org/web/20161201040708/https://twitter.com/crystal1johnson/status/784940445319073792,2
https://twitter.com/crystal1johnson/status/784946486656114689,http://web.archive.org/web/20161201040658/https://twitter.com/crystal1johnson/status/784946486656114689,2
https://twitter.com/crystal1johnson/status/784949253382680576,http://web.archive.org/web/20161201040648/https://twitter.com/crystal1johnson/status/784949253382680576,2
https://twitter.com/crystal1johnson/status/785184383477047297,http://web.archive.org/web/20161201040638/https://twitter.com/crystal1johnson/status/785184383477047297,2
https://twitter.com/crystal1johnson/status/785186027606466560,http://web.archive.org/web/20161201040628/https://twitter.com/crystal1johnson/status/785186027606466560,2
https://twitter.com/crystal1johnson/status/785189172726239232,http://web.archive.org/web/20161201040617/https://twitter.com/crystal1johnson/status/785189172726239232,2
https://twitter.com/crystal1johnson/status/785192860337315841,http://web.archive.org/web/20161201040607/https://twitter.com/crystal1johnson/status/785192860337315841,2
https://twitter.com/crystal1johnson/status/785196223363813376,http://web.archive.org/web/20161201040557/https://twitter.com/crystal1johnson/status/785196223363813376,2
https://twitter.com/crystal1johnson/status/785206762563473409,http://web.archive.org/web/20161201040547/https://twitter.com/crystal1johnson/status/785206762563473409,2
https://twitter.com/crystal1johnson/status/785210602566193152,http://web.archive.org/web/20161201040538/https://twitter.com/crystal1johnson/status/785210602566193152,2
https://twitter.com/crystal1johnson/status/785218887553994752,http://web.archive.org/web/20161201040527/https://twitter.com/crystal1johnson/status/785218887553994752,2
https://twitter.com/crystal1johnson/status/785220613832970240,http://web.archive.org/web/20161201040517/https://twitter.com/crystal1johnson/status/785220613832970240,2
https://twitter.com/crystal1johnson/status/785244295276011520,http://web.archive.org/web/20161201040508/https://twitter.com/crystal1johnson/status/785244295276011520,2
https://twitter.com/crystal1johnson/status/785246675073847297,http://web.archive.org/web/20161201040457/https://twitter.com/crystal1johnson/status/785246675073847297,2
https://twitter.com/crystal1johnson/status/785250183449686016,http://web.archive.org/web/20161201040447/https://twitter.com/crystal1johnson/status/785250183449686016,2
https://twitter.com/crystal1johnson/status/785261623703248896,http://web.archive.org/web/20161201040437/https://twitter.com/crystal1johnson/status/785261623703248896,2
https://twitter.com/crystal1johnson/status/785272749459513344,http://web.archive.org/web/20161201040428/https://twitter.com/crystal1johnson/status/785272749459513344,2
https://twitter.com/crystal1johnson/status/785274680827457536,http://web.archive.org/web/20161201040417/https://twitter.com/crystal1johnson/status/785274680827457536,2
https://twitter.com/crystal1johnson/status/785278640221147136,http://web.archive.org/web/20161201040407/https://twitter.com/crystal1johnson/status/785278640221147136,2
https://twitter.com/crystal1johnson/status/785280812950310912,http://web.archive.org/web/20161201040357/https://twitter.com/crystal1johnson/status/785280812950310912,2
https://twitter.com/crystal1johnson/status/785283412999348224,http://web.archive.org/web/20161201040347/https://twitter.com/crystal1johnson/status/785283412999348224,2
https://twitter.com/crystal1johnson/status/785295868010172416,http://web.archive.org/web/20161201040337/https://twitter.com/crystal1johnson/status/785295868010172416,2
https://twitter.com/crystal1johnson/status/785297186162565122,http://web.archive.org/web/20161201040327/https://twitter.com/crystal1johnson/status/785297186162565122,2
https://twitter.com/crystal1johnson/status/785300119847510016,http://web.archive.org/web/20161201040317/https://twitter.com/crystal1johnson/status/785300119847510016,2
https://twitter.com/crystal1johnson/status/785303475785719808,http://web.archive.org/web/20161201040307/https://twitter.com/crystal1johnson/status/785303475785719808,2
https://twitter.com/crystal1johnson/status/785305140785913856,http://web.archive.org/web/20161201040257/https://twitter.com/crystal1johnson/status/785305140785913856,2
https://twitter.com/crystal1johnson/status/785313042611392512,http://web.archive.org/web/20161201040247/https://twitter.com/crystal1johnson/status/785313042611392512,2
https://twitter.com/crystal1johnson/status/785319842685399040,http://web.archive.org/web/20161201040237/https://twitter.com/crystal1johnson/status/785319842685399040,2
https://twitter.com/crystal1johnson/status/785327017847693312,http://web.archive.org/web/20161201040227/https://twitter.com/crystal1johnson/status/785327017847693312,2
https://twitter.com/crystal1johnson/status/785331100050530304,http://web.archive.org/web/20161201040217/https://twitter.com/crystal1johnson/status/785331100050530304,2
https://twitter.com/crystal1johnson/status/785544768503676929,http://web.archive.org/web/20161201040207/https://twitter.com/crystal1johnson/status/785544768503676929,2
https://twitter.com/crystal1johnson/status/785547013857259520,http://web.archive.org/web/20161201040157/https://twitter.com/crystal1johnson/status/785547013857259520,2
https://twitter.com/crystal1johnson/status/785557062109450241,http://web.archive.org/web/20161201040147/https://twitter.com/crystal1johnson/status/785557062109450241,2
https://twitter.com/crystal1johnson/status/785565879551401984,http://web.archive.org/web/20161201040137/https://twitter.com/crystal1johnson/status/785565879551401984,2
https://twitter.com/crystal1johnson/status/785588612578455552,http://web.archive.org/web/20161201040128/https://twitter.com/crystal1johnson/status/785588612578455552,2
https://twitter.com/crystal1johnson/status/785592978244931584,http://web.archive.org/web/20161201040117/https://twitter.com/crystal1johnson/status/785592978244931584,2
https://twitter.com/crystal1johnson/status/785598632032559104,http://web.archive.org/web/20161201040107/https://twitter.com/crystal1johnson/status/785598632032559104,2
https://twitter.com/crystal1johnson/status/785604894891741184,http://web.archive.org/web/20161201040057/https://twitter.com/crystal1johnson/status/785604894891741184,2
https://twitter.com/crystal1johnson/status/785608412574789632,http://web.archive.org/web/20161201040047/https://twitter.com/crystal1johnson/status/785608412574789632,2
https://twitter.com/crystal1johnson/status/785646905191571457,http://web.archive.org/web/20161201040027/https://twitter.com/crystal1johnson/status/785646905191571457,2
https://twitter.com/crystal1johnson/status/785653078716407808,http://web.archive.org/web/20161201040017/https://twitter.com/crystal1johnson/status/785653078716407808,2
https://twitter.com/crystal1johnson/status/785656423145279489,http://web.archive.org/web/20161201040007/https://twitter.com/crystal1johnson/status/785656423145279489,2
